rank,lemma,pos,frequency,article,gender,genitive,plural,auxiliary,past_3sg,participle_ii,translation,cefr,theme
1120,Prinz,NOUN,8308,der,m,Prinzen,Prinzen,,,,the prince,A2,family
1121,unterschreiben,VERB,8305,,,,,haben,unterschrieb,unterschrieben,to sign,B1,common_verbs
1122,davor,ADV,8303,,,,,,,,in front of it,B1,function_words
1123,richten,VERB,8282,,,,,haben,richtete,gerichtet,to direct,B1,common_verbs
1124,dienen,VERB,8270,,,,,haben,diente,gedient,to serve,B1,common_verbs
1125,Hälfte,NOUN,8236,die,f,Hälfte,Hälften,,,,the half,A2,numbers
1126,Papier,NOUN,8220,das,n,Papiers,Papiere,,,,the paper,A1,common_adjectives
1127,brennen,VERB,8207,,,,,haben,brannte,gebrannt,to burn,B1,common_verbs
1128,begleiten,VERB,8202,,,,,haben,begleitete,begleitet,to accompany,B1,common_verbs
1129,genießen,VERB,8198,,,,,haben,genoss,genossen,to enjoy,B1,common_verbs
1130,schwer,ADJ,8198,,,,,,,,heavy; difficult,A1,common_adjectives
1131,zufrieden,ADV,8172,,,,,,,,satisfied; contentedly,B1,emotions
1132,Planet,NOUN,8169,der,m,Planeten,Planeten,,,,the planet,A2,nature
1133,kontrollieren,VERB,8168,,,,,haben,kontrollierte,kontrolliert,to check; to control,B1,common_verbs
1134,hinterlassen,VERB,8165,,,,,haben,hinterließ,hinterlassen,to leave behind,B2,common_verbs
1135,Schwanger,ADV,8156,,,,,,,,pregnant,B1,body_health
1136,anziehen,VERB,8153,,,,,haben,zog an,angezogen,to put on; to attract,A2,clothing
1137,lächeln,VERB,8140,,,,,haben,lächelte,gelächelt,to smile,A2,emotions
1138,Kollege,NOUN,8121,der,m,Kollegen,Kollegen,,,,the colleague,A2,work
1139,Wind,NOUN,8113,der,m,Windes,Winde,,,,the wind,A2,nature
1140,fantastisch,ADV,8102,,,,,,,,fantastic; fantastically,A2,common_adjectives
1141,lang,ADJ,8098,,,,,,,,long,A1,common_adjectives
1142,Hand,NOUN,8094,die,f,Hand,Hände,,,,the hand,A1,body_health
1143,weisen,VERB,8072,,,,,haben,wies,gewiesen,to point; to show,B1,common_verbs
1144,Neuigkeit,NOUN,8070,die,f,Neuigkeit,Neuigkeiten,,,,the news,B1,communication
1145,Farbe,NOUN,8066,die,f,Farbe,Farben,,,,the colour,A1,common_adjectives
1146,zurückkehren,VERB,8060,,,,,sein,kehrte zurück,zurückgekehrt,to return,B1,common_verbs
1147,persönlich,ADJ,8048,,,,,,,,personal,B1,common_adjectives
1148,Wochenende,NOUN,8041,das,n,Wochenendes,Wochenenden,,,,the weekend,A1,time
1149,worüber,SCONJ,8041,,,,,,,,about what; what ... about,A2,function_words
1150,Erfahrung,NOUN,8029,die,f,Erfahrung,Erfahrungen,,,,the experience,B1,education
1151,System,NOUN,8015,das,n,Systems,Systeme,,,,the system,B1,technology
1152,Witz,NOUN,8010,der,m,Witzes,Witze,,,,the joke,A2,communication
1153,Verbrechen,NOUN,8009,das,n,Verbrechens,Verbrechen,,,,the crime,B1,work
1154,Bericht,NOUN,8007,der,m,Berichts,Berichte,,,,the report,B1,work
1155,Fernsehen,NOUN,8001,das,n,Fernsehens,Fernsehen,,,,the television,A2,technology
1156,mitkommen,VERB,8000,,,,,sein,kam mit,mitgekommen,to come along,A2,common_verbs
1157,besprechen,VERB,7993,,,,,haben,besprach,besprochen,to discuss,B1,communication
1158,nachts,ADV,7964,,,,,,,,at night,A2,time
1159,Prinzessin,NOUN,7960,die,f,Prinzessin,Prinzessinnen,,,,the princess,A2,family
1160,Meter,NOUN,7939,der,m,Meters,Meter,,,,the meter,A1,numbers
1161,leise,ADJ,7925,,,,,,,,quiet,A2,common_adjectives
1162,Deutsch,ADJ,7901,,,,,,,,German,A1,communication
1163,schließlich,ADV,7900,,,,,,,,finally,B1,function_words
1164,gefangen,ADJ,7896,,,,,,,,captured,B1,common_adjectives
1165,Schätzchen,NOUN,7887,das,n,Schätzchens,Schätzchen,,,,the darling,B1,family
1166,nerven,VERB,7869,,,,,haben,nervte,genervt,to annoy,B1,emotions
1167,reparieren,VERB,7841,,,,,haben,reparierte,repariert,to repair,A2,common_verbs
1168,menschlich,ADJ,7841,,,,,,,,human,B2,common_adjectives
1169,Freiheit,NOUN,7832,die,f,Freiheit,Freiheiten,,,,the freedom,B1,emotions
1170,Lied,NOUN,7827,das,n,Liedes,Lieder,,,,the song,A1,communication
1171,stark,ADJ,7821,,,,,,,,strong,A1,common_adjectives
1172,abholen,VERB,7815,,,,,haben,holte ab,abgeholt,to pick up,A2,common_verbs
1173,Sorry,PART,7812,,,,,,,,sorry,A1,greetings
1174,Risiko,NOUN,7808,das,n,Risikos,Risiken,,,,the risk,B1,work
1175,Unterschied,NOUN,7803,der,m,Unterschieds,Unterschiede,,,,the difference,B1,common_adjectives
1176,hübsch,ADJ,7786,,,,,,,,"pretty, attractive",A2,common_adjectives
1177,leiten,VERB,7785,,,,,haben,leitete,geleitet,"to lead, to conduct",B1,common_verbs
1178,Drink,NOUN,7784,der,m,Drinks,Drinks,,,,the drink,A2,food_drink
1179,Insel,NOUN,7781,die,f,Insel,Inseln,,,,the island,A2,nature
1180,entwickeln,VERB,7781,,,,,haben,entwickelte,entwickelt,to develop,B1,common_verbs
1181,bereiten,VERB,7777,,,,,haben,bereitete,bereitet,to prepare,B1,common_verbs
1182,daher,ADV,7771,,,,,,,,"therefore, that's why",B1,function_words
1183,befreien,VERB,7766,,,,,haben,befreite,befreit,"to free, to liberate",B2,common_verbs
1184,entführen,VERB,7741,,,,,haben,entführte,entführt,"to abduct, to kidnap",B2,common_verbs
1185,zufällig,ADV,7739,,,,,,,,"by chance, accidentally",B1,function_words
1186,Dorf,NOUN,7729,das,n,Dorfes,Dörfer,,,,the village,A2,home
1187,erfüllen,VERB,7723,,,,,haben,erfüllte,erfüllt,"to fulfil, to complete",B1,common_verbs
1188,mitten,ADV,7708,,,,,,,,in the middle of,B1,function_words
1189,Bulle,NOUN,7703,der,m,Bullen,Bullen,,,,the bull,A2,nature
1190,Bus,NOUN,7690,der,m,Busses,Busse,,,,the bus,A1,travel
1191,einverstanden,ADV,7685,,,,,,,,"agreed, in agreement",B1,function_words
1192,starten,VERB,7684,,,,,haben,startete,gestartet,to start,A2,common_verbs
1193,halb,ADV,7659,,,,,,,,half,A1,time
1194,Arm,NOUN,7639,der,m,Armes,Arme,,,,the arm,A1,body_health
1195,wissen,VERB,7637,,,,,haben,wusste,gewusst,to know,A1,common_verbs
1196,Unternehmen,NOUN,7630,das,n,Unternehmens,Unternehmen,,,,"the company, the enterprise",B1,work
1197,konzentrieren,VERB,7625,,,,,haben,konzentrierte,konzentriert,to concentrate,B1,common_verbs
1198,Energie,NOUN,7624,die,f,Energie,Energien,,,,the energy,B1,nature
1199,anbieten,VERB,7621,,,,,haben,bot an,angeboten,to offer,A2,common_verbs
1200,Traum,NOUN,7609,der,m,Traumes,Träume,,,,the dream,A2,emotions
1201,lächerlich,ADV,7607,,,,,,,,ridiculously,B1,common_adjectives
1202,besitzen,VERB,7606,,,,,haben,besaß,besessen,to own,B1,common_verbs
1203,existieren,VERB,7570,,,,,haben,existierte,existiert,to exist,B1,common_verbs
1204,entlang,ADP,7566,,,,,,,,along,A2,function_words
1205,aufwachen,VERB,7565,,,,,sein,wachte auf,aufgewacht,to wake up,A1,common_verbs
1206,Johnny,NOUN,7562,,m,Johnnys,Johnnys,,,,Johnny,A1,greetings
1207,liefern,VERB,7486,,,,,haben,lieferte,geliefert,to deliver,B1,common_verbs
1208,gesamt,ADJ,7483,,,,,,,,entire,B1,common_adjectives
1209,Park,NOUN,7448,der,m,Parks,Parks,,,,the park,A1,nature
1210,Mann,NOUN,7438,der,m,Mannes,Männer,,,,the man,A1,family
1211,enttäuschen,VERB,7432,,,,,haben,enttäuschte,enttäuscht,to disappoint,B1,emotions
1212,Fleisch,NOUN,7407,das,n,Fleisches,Fleische,,,,the meat,A1,food_drink
1213,aufstehen,VERB,7385,,,,,sein,stand auf,aufgestanden,to get up,A1,common_verbs
1214,amerikanisch,ADJ,7376,,,,,,,,American,A1,common_adjectives
1215,unterstützen,VERB,7367,,,,,haben,unterstützte,unterstützt,to support,B1,common_verbs
1216,Lösung,NOUN,7358,die,f,Lösung,Lösungen,,,,the solution,B1,education
1217,worum,SCONJ,7357,,,,,,,,what about,A2,function_words
1218,betrunken,ADJ,7350,,,,,,,,drunk,B1,emotions
1219,sowas,PRON,7343,,,,,,,,something like that,A2,function_words
1220,Thema,NOUN,7313,das,n,Themas,Themen,,,,the topic,A2,education
1221,Frühstück,NOUN,7282,das,n,Frühstücks,Frühstücke,,,,the breakfast,A1,food_drink
1222,verhindern,VERB,7267,,,,,haben,verhinderte,verhindert,to prevent,B1,common_verbs
1223,leer,ADJ,7262,,,,,,,,empty,A1,common_adjectives
1224,Loch,NOUN,7238,das,n,Lochs,Löcher,,,,the hole,A2,nature
1225,Quatsch,NOUN,7233,der,m,Quatschs,Quatsche,,,,the nonsense,B1,communication
1226,Restaurant,NOUN,7219,das,n,Restaurants,Restaurants,,,,the restaurant,A1,food_drink
1227,blühen,VERB,7218,,,,,haben,blühte,geblüht,to bloom,B1,nature
1228,bringen,VERB,7217,,,,,haben,brachte,gebracht,to bring,A1,common_verbs
1229,klären,VERB,7217,,,,,haben,klärte,geklärt,to clarify,B1,communication
1230,kurz,ADJ,7196,,,,,,,,short,A1,common_adjectives
1231,hart,ADJ,7183,,,,,,,,hard,A2,common_adjectives
1232,können,AUX,7182,,,,,haben,konnte,gekonnt,can,A1,common_verbs
1233,vergeben,VERB,7179,,,,,haben,vergab,vergeben,to forgive,B1,emotions
1234,Eddie,NOUN,7172,,m,Eddies,Eddies,,,,Eddie,A1,greetings
1235,bekommen,VERB,7169,,,,,haben,bekam,bekommen,to get,A1,common_verbs
1236,verbieten,VERB,7169,,,,,haben,verbot,verboten,to forbid,B1,common_verbs
1237,Ryan,NOUN,7163,,m,Ryans,Ryans,,,,Ryan,A1,greetings
1238,Buch,NOUN,7147,das,n,Buches,Bücher,,,,the book,A1,education
1239,blöd,ADV,7125,,,,,,,,stupid,A2,common_adjectives
1240,Tommy,NOUN,7118,,m,Tommys,Tommys,,,,Tommy,A1,greetings
1241,kapieren,VERB,7089,,,,,haben,kapierte,kapiert,to understand,A2,communication
1242,tot,ADJ,7085,,,,,,,,dead,A2,common_adjectives
1243,herkommen,VERB,7080,,,,,sein,herkam,hergekommen,to come here,A2,common_verbs
1244,offenbar,ADV,7061,,,,,,,,apparently,B1,function_words
1245,Auftrag,NOUN,7058,der,m,Auftrags,Aufträge,,,,the order,B1,work
1246,Gelegenheit,NOUN,7056,die,f,Gelegenheit,Gelegenheiten,,,,the opportunity,B1,time
1247,fangen,VERB,7047,,,,,haben,fing,gefangen,to catch,A2,common_verbs
1248,Lüge,NOUN,7045,die,f,Lüge,Lügen,,,,the lie,A2,emotions
1249,beantworten,VERB,7043,,,,,haben,beantwortete,beantwortet,to answer,A2,communication
1250,beeilen,VERB,7037,,,,,haben,beeilte,beeilt,to hurry,A2,common_verbs
1251,zuhören,VERB,7037,,,,,haben,hörte zu,zugehört,to listen,A1,communication
1252,Bruder,NOUN,7035,der,m,Bruders,Brüder,,,,the brother,A1,family
1253,beibringen,VERB,7034,,,,,haben,brachte bei,beigebracht,to teach,B1,education
1254,Zeitpunkt,NOUN,7024,der,m,Zeitpunkts,Zeitpunkte,,,,the point in time,B1,time
1255,Ecke,NOUN,7019,die,f,Ecke,Ecken,,,,the corner,A1,home
1256,wechseln,VERB,7019,,,,,haben,wechselte,gewechselt,to change,A2,common_verbs
1257,Brücke,NOUN,7012,die,f,Brücke,Brücken,,,,the bridge,A2,travel
1258,Fahrt,NOUN,7005,die,f,Fahrt,Fahrten,,,,the trip,A2,travel
1259,Druck,NOUN,7000,der,m,Drucks,Drücke,,,,the pressure,B1,common_verbs
1260,angehen,VERB,7000,,,,,haben,ging an,angegangen,to concern,B1,common_verbs
1261,stoppen,VERB,7000,,,,,haben,stoppte,gestoppt,to stop,A2,common_verbs
1262,häufen,VERB,6986,,,,,haben,häufte,gehäuft,to accumulate,B2,common_verbs
1263,wiederholen,VERB,6982,,,,,haben,wiederholte,wiederholt,to repeat,A2,education
1264,ruinieren,VERB,6974,,,,,haben,ruinierte,ruiniert,to ruin,B2,common_verbs
1265,berühren,VERB,6972,,,,,haben,berührte,berührt,to touch,A2,common_verbs
1266,Bobby,NOUN,6960,der,m,Bobbys,Bobbys,,,,the Bobby (proper name),A1,communication
1267,Weiß,NOUN,6960,das,n,Weiß,Weiße,,,,the white,A1,common_adjectives
1268,rot,ADV,6954,,,,,,,,red,A1,common_adjectives
1269,betrügen,VERB,6951,,,,,haben,betrog,betrogen,to cheat,B1,common_verbs
1270,verfluchen,VERB,6943,,,,,haben,verfluchte,verflucht,to curse,B2,emotions
1271,warten,AUX,6933,,,,,haben,wartete,gewartet,to wait,A1,common_verbs
1272,heilen,VERB,6933,,,,,haben,heilte,geheilt,to heal,B1,body_health
1273,ficken,VERB,6930,,,,,haben,fickte,gefickt,to fuck,C1,common_verbs
1274,Pause,NOUN,6929,die,f,Pause,Pausen,,,,the break,A1,time
1275,irre,ADV,6929,,,,,,,,astray,B2,common_adjectives
1276,Verantwortung,NOUN,6897,die,f,Verantwortung,Verantwortungen,,,,the responsibility,B1,work
1277,schließen,VERB,6891,,,,,haben,schloss,geschlossen,to close,A1,common_verbs
1278,wild,ADJ,6873,,,,,,,,wild,A2,common_adjectives
1279,Rad,NOUN,6864,das,n,Rades,Räder,,,,the wheel,A1,travel
1280,Grad,ADV,6853,,,,,,,,degree,B1,numbers
1281,hinaus,ADP,6848,,,,,,,,out,B1,function_words
1282,vorhin,ADV,6840,,,,,,,,a moment ago,B1,time
1283,Lehrer,NOUN,6837,der,m,Lehrers,Lehrer,,,,the teacher,A1,education
1284,informieren,VERB,6834,,,,,haben,informierte,informiert,to inform,B1,communication
1285,ernsthaft,ADV,6828,,,,,,,,seriously,B1,common_adjectives
1286,Bombe,NOUN,6816,die,f,Bombe,Bomben,,,,the bomb,B2,work
1287,probieren,VERB,6816,,,,,haben,probierte,probiert,to try,A2,common_verbs
1288,zulassen,VERB,6812,,,,,haben,zuließ,zugelassen,to allow,B2,common_verbs
1289,hassen,VERB,6804,,,,,haben,hasste,gehasst,to hate,B1,emotions
1290,verstehen,VERB,6793,,,,,haben,verstand,verstanden,to understand,A1,common_verbs
1291,akzeptieren,VERB,6792,,,,,haben,akzeptierte,akzeptiert,to accept,B1,common_verbs
1292,beten,VERB,6792,,,,,haben,betete,gebetet,to pray,B1,emotions
1293,vernichten,VERB,6767,,,,,haben,vernichtete,vernichtet,to destroy,B2,common_verbs
1294,geliebt,ADJ,6760,,,,,,,,loved,B1,emotions
1295,anhalten,VERB,6750,,,,,haben,anhielt,angehalten,to stop,B1,common_verbs
1296,riskieren,VERB,6741,,,,,haben,riskierte,riskiert,to risk,B2,common_verbs
1297,Operation,NOUN,6736,die,f,Operation,Operationen,,,,the operation,B2,body_health
1298,Tor,NOUN,6734,das,n,Tores,Tore,,,,the gate,A2,home
1299,Schmerz,NOUN,6728,der,m,Schmerzes,Schmerzen,,,,the pain,B1,body_health
1300,Dach,NOUN,6713,das,n,Daches,Dächer,,,,the roof,A2,home
1301,Folge,NOUN,6711,die,f,Folge,Folgen,,,,the consequence,B1,common_verbs
1302,irgendeiner,PRON,6703,,,,,,,,any one,B1,function_words
1303,dankbar,ADV,6689,,,,,,,,gratefully,B1,emotions
1304,Szene,NOUN,6689,die,f,Szene,Szenen,,,,the scene,B1,communication
1305,Sommer,NOUN,6688,der,m,Sommers,Sommer,,,,the summer,A1,time
1306,Gehirn,NOUN,6685,das,n,Gehirns,Gehirne,,,,the brain,B1,body_health
1307,Art,NOUN,6685,die,f,Art,Arten,,,,the kind,A2,common_adjectives
1308,dringend,ADV,6684,,,,,,,,urgently,B1,common_adjectives
1309,Mut,NOUN,6674,der,m,Muts,Mut,,,,the courage,B1,emotions
1310,Laura,NOUN,6654,,f,Lauras,Lauras,,,,Laura,A1,family
1311,Wahnsinn,NOUN,6639,der,m,Wahnsinns,Wahnsinn,,,,the madness,B2,emotions
1312,Nee,NOUN,6634,die,f,Nee,Nees,,,,the turnip,A2,food_drink
1313,Club,NOUN,6628,der,m,Clubs,Clubs,,,,the club,A2,sports
1314,Hinter,NOUN,6614,der,m,Hinters,Hinter,,,,the rear,B1,common_adjectives
1315,dorthin,ADV,6582,,,,,,,,there,A2,function_words
1316,begegnen,VERB,6569,,,,,sein,begegnete,begegnet,to meet,B1,common_verbs
1317,Vertrag,NOUN,6566,der,m,Vertrags,Verträge,,,,the contract,B1,work
1318,Urlaub,NOUN,6564,der,m,Urlaubs,Urlaube,,,,the vacation,A1,travel
1319,Steig,NOUN,6562,der,m,Steigs,Steige,,,,the path,B1,nature
1320,vorwärts,ADV,6562,,,,,,,,forwards,A2,function_words
1321,besseres,ADJ,6556,,,,,,,,better,A1,common_adjectives
1322,Beweis,NOUN,6554,der,m,Beweises,Beweise,,,,the proof,B2,education
1323,frei,ADJ,6548,,,,,,,,free,A1,common_adjectives
1324,Baum,NOUN,6544,der,m,Baums,Bäume,,,,the tree,A1,nature
1325,anscheinend,ADV,6532,,,,,,,,apparently,B1,function_words
1326,abschließen,VERB,6531,,,,,haben,schloss ab,abgeschlossen,"to conclude, to lock",B1,common_verbs
1327,Kurs,NOUN,6523,der,m,Kurses,Kurse,,,,the course,B1,education
1328,betreffen,VERB,6502,,,,,haben,betraf,betroffen,"to affect, to concern",B1,common_verbs
1329,essen,VERB,6498,,,,,haben,aß,gegessen,to eat,A1,food_drink
1330,dick,ADV,6495,,,,,,,,"thick, fat",A1,common_adjectives
1331,Nachmittag,NOUN,6492,der,m,Nachmittags,Nachmittage,,,,the afternoon,A1,time
1332,stammen,VERB,6475,,,,,sein,stammte,gestammt,"to stem from, to originate",B1,common_verbs
1333,ertragen,VERB,6467,,,,,haben,ertrug,ertragen,"to bear, to endure",B2,common_verbs
1334,Held,NOUN,6458,der,m,Helden,Helden,,,,the hero,B1,common_adjectives
1335,hingehen,VERB,6458,,,,,sein,ging hin,hingegangen,to go there,B1,common_verbs
1336,daraus,ADV,6456,,,,,,,,"from that, out of it",B1,function_words
1337,erwachsen,VERB,6441,,,,,sein,erwuchs,erwachsen,"to grow up, to arise from",B2,common_verbs
1338,halb,ADJ,6438,,,,,,,,half,A1,numbers
1339,schrecklich,ADJ,6431,,,,,,,,"terrible, frightful",B1,common_adjectives
1340,Gang,NOUN,6429,der,m,Gangs,Gänge,,,,"the corridor, the course",B1,home
1341,Form,NOUN,6427,die,f,Form,Formen,,,,"the form, the shape",B1,common_adjectives
1342,prima,ADV,6417,,,,,,,,"great, excellent",A2,common_adjectives
1343,fair,ADV,6409,,,,,,,,"fair, just",B1,common_adjectives
1344,Gewalt,NOUN,6401,die,f,Gewalt,Gewalten,,,,"the violence, the force",B1,emotions
1345,Liebe,NOUN,6399,die,f,Liebe,Lieben,,,,the love,A1,emotions
1346,wahnsinnig,ADV,6398,,,,,,,,"crazy, insane",B1,common_adjectives
1347,schaffen,VERB,6397,,,,,haben,schuf,geschaffen,"to create, to manage",B1,common_verbs
1348,Krankheit,NOUN,6394,die,f,Krankheit,Krankheiten,,,,"the illness, the disease",A1,body_health
1349,Katze,NOUN,6377,die,f,Katze,Katzen,,,,the cat,A1,nature
1350,Runde,NOUN,6377,die,f,Runde,Runden,,,,"the round, the lap",B1,sports
1351,reagieren,VERB,6373,,,,,haben,reagierte,reagiert,to react,B1,common_verbs
1352,Schwanz,NOUN,6369,der,m,Schwanzes,Schwänze,,,,the tail,A2,nature
1353,Hund,NOUN,6369,der,m,Hundes,Hunde,,,,the dog,A1,nature
1354,kehren,VERB,6360,,,,,haben,kehrte,gekehrt,to sweep,B1,common_verbs
1355,Großvater,NOUN,6351,der,m,Großvaters,Großväter,,,,the grandfather,A1,family
1356,absehen,VERB,6349,,,,,haben,sah ab,abgesehen,to foresee,B2,common_verbs
1357,Getränk,NOUN,6343,das,n,Getränks,Getränke,,,,the drink,A1,food_drink
1358,Katze,NOUN,6318,die,f,Katze,Katzen,,,,the cat,A1,nature
1359,Stein,NOUN,6301,der,m,Steins,Steine,,,,the stone,A1,nature
1360,klug,ADV,6298,,,,,,,,cleverly,A2,common_adjectives
1361,Absicht,NOUN,6290,die,f,Absicht,Absichten,,,,the intention,B1,emotions
1362,aufmachen,VERB,6283,,,,,haben,machte auf,aufgemacht,to open,A1,common_verbs
1363,Hose,NOUN,6273,die,f,Hose,Hosen,,,,the trousers,A1,clothing
1364,sprechen,VERB,6271,,,,,haben,sprach,gesprochen,to speak,A1,common_verbs
1365,Mitglied,NOUN,6258,das,n,Mitglieds,Mitglieder,,,,the member,B1,work
1366,einzig,ADV,6255,,,,,,,,only,B1,common_adjectives
1367,schwach,ADV,6254,,,,,,,,weakly,A2,common_adjectives
1368,umgehen,VERB,6227,,,,,haben,ging um,umgegangen,to deal with,B1,common_verbs
1369,Natur,NOUN,6219,die,f,Natur,Naturen,,,,the nature,A2,nature
1370,betrachten,VERB,6213,,,,,haben,betrachtete,betrachtet,to consider,B1,common_verbs
1371,Mutti,NOUN,6206,die,f,Mutti,Muttis,,,,the mummy,A1,family
1372,Erklärung,NOUN,6200,die,f,Erklärung,Erklärungen,,,,the explanation,B1,communication
1373,Streit,NOUN,6196,der,m,Streits,Streite,,,,the quarrel,B1,emotions
1374,begehen,VERB,6194,,,,,haben,beging,begangen,to commit,B2,common_verbs
1375,sprich,ADV,6192,,,,,,,,that is to say,B1,communication
1376,schweigen,VERB,6192,,,,,haben,schwieg,geschwiegen,to be silent,B1,communication
1377,längst,ADV,6189,,,,,,,,long ago,B1,time
1378,drüber,ADV,6179,,,,,,,,over it,B1,function_words
1379,Gefangener,NOUN,6173,der,m,Gefangenen,Gefangene,,,,the prisoner,B1,work
1380,verwandeln,VERB,6170,,,,,haben,verwandelte,verwandelt,to transform,B1,common_verbs
1381,unschuldig,ADV,6151,,,,,,,,innocently,B1,emotions
1382,gestehen,VERB,6146,,,,,haben,gestand,gestanden,to confess,B1,communication
1383,normalerweise,ADV,6143,,,,,,,,normally,B1,function_words
1384,Schwarze,NOUN,6141,die,f,Schwarzen,Schwarzen,,,,the Black woman,B2,body_health
1385,rauf,ADV,6137,,,,,,,,up,A1,function_words
1386,Flug,NOUN,6126,der,m,Flugs,Flüge,,,,the flight,A2,travel
1387,Koffer,NOUN,6126,der,m,Koffers,Koffer,,,,the suitcase,A2,travel
1388,halb,AUX,6108,,,,,haben,halbte,gehalbt,half,A1,numbers
1389,morgens,ADV,6094,,,,,,,,in the morning,A1,time
1390,festhalten,VERB,6087,,,,,haben,hielt fest,festgehalten,to hold on to,B1,common_verbs
1391,vollkommen,ADV,6082,,,,,,,,completely,B1,common_adjectives
1392,gelogen,VERB,6081,,,,,haben,log,gelogen,to lie,B1,communication
1393,Lager,NOUN,6074,das,n,Lagers,Lager,,,,the camp,B1,work
1394,College,NOUN,6070,das,n,Colleges,Colleges,,,,the college,B1,education
1395,studieren,VERB,6069,,,,,haben,studierte,studiert,to study,A2,education
1396,eh,ADV,6062,,,,,,,,anyway,B1,function_words
1397,schweren,VERB,6060,,,,,haben,schwerte,geschwert,to burden,B2,common_verbs
1398,verdammt,ADV,6057,,,,,,,,damned,B1,emotions
1399,Einsatz,NOUN,6054,der,m,Einsatzes,Einsätze,,,,the deployment,B1,work
1400,Labor,NOUN,6049,das,n,Labors,Labore,,,,the laboratory,B1,education
1401,reiten,VERB,6047,,,,,haben,ritt,geritten,to ride,A2,sports
1402,stoßen,VERB,6043,,,,,haben,stieß,gestoßen,to push,B1,common_verbs
1403,mindestens,ADV,6041,,,,,,,,at least,B1,function_words
1404,Fisch,NOUN,6038,der,m,Fisches,Fische,,,,the fish,A1,food_drink
1405,Fuß,NOUN,6035,der,m,Fußes,Füße,,,,the foot,A1,body_health
1406,stehsen,VERB,6021,,,,,,,,unknown,C1,common_verbs
1407,Rache,NOUN,6017,die,f,Rache,Rachen,,,,the revenge,B2,emotions
1408,Fähigkeit,NOUN,6016,die,f,Fähigkeit,Fähigkeiten,,,,the ability,B1,education
1409,spinnen,VERB,6006,,,,,haben,spann,gesponnen,to spin,B2,common_verbs
1410,Kuchen,NOUN,6004,der,m,Kuchens,Kuchen,,,,the cake,A1,food_drink
